judet,totalsomeridincare:,farastudii,invatamantprimar,invatamantgimnazial,invatamantliceal,invatamantposticeal,invatamantprofesional/artesimeserii,invatamantuniversitar,origin,judet.1,numartotalsomeri,numartotalsomerifemei,numartotalsomeribarbati,numartotalsomeridinmediulurban,numarsomerifemeidinmediulurban,numarsomeribarbatidinmediulurban,numartotalsomeridinmediulrural,numarsomerifemeidinmediulrural,numarsomeribarbatidinmediulrural,origin.1,judet.2,numartotalsomeri.1,numartotalsomerifemei.1,numartotalsomeribarbati.1,numarsomeriindemnizati,numarsomerineindemnizati,ratasomajului(%),ratasomajuluifeminina(%),ratasomajuluimasculina(%),origin.2,judet.3,total,sub25ani,2529ani,3039ani,4049ani,5055ani,peste55ani,origin.3,year,month,yearmonth
sibiu,4652,432,1228,1090,751,77,710,364,21-04-educatie,sibiu,4652,2232,2420,1778,961,817,2874,1271,1603,21-04-medii,sibiu,4652,2232,2420,2059,2593,2.37,2.61,2.18,21-04-rata,sibiu,4652,346,281,951,1326,825,923,21-04-varsta,2021,4,202104
suceava,11106,1113,1889,3425,2059,150,2020,450,21-04-educatie,suceava,11106,4918,6188,3109,1571,1538,7997,3347,4650,21-04-medii,suceava,11106,4918,6188,4280,6826,4.8,4.64,4.93,21-04-rata,suceava,11106,1581,643,2098,2965,1810,2009,21-04-varsta,2021,4,202104
teleorman,8934,682,1368,4219,1395,89,1057,124,21-04-educatie,teleorman,8934,3746,5188,1901,953,948,7033,2793,4240,21-04-medii,teleorman,8934,3746,5188,1575,7359,6.36,5.47,7.22,21-04-rata,teleorman,8934,823,475,1494,2403,1929,1810,21-04-varsta,2021,4,202104
timis,4010,527,451,724,1048,81,608,571,21-04-educatie,timis,4010,2238,1772,2044,1234,810,1966,1004,962,21-04-medii,timis,4010,2238,1772,2224,1786,1.14,1.44,0.91,21-04-rata,timis,4010,433,238,666,1022,839,812,21-04-varsta,2021,4,202104
tulcea,2801,0,716,853,735,0,411,86,21-04-educatie,tulcea,2801,1368,1433,819,456,363,1982,912,1070,21-04-medii,tulcea,2801,1368,1433,846,1955,3.38,3.53,3.25,21-04-rata,tulcea,2801,379,250,490,684,544,454,21-04-varsta,2021,4,202104
valcea,5681,177,535,1565,1715,130,1136,423,21-04-educatie,valcea,5681,2800,2881,2134,1182,952,3547,1618,1929,21-04-medii,valcea,5681,2800,2881,2498,3183,3.52,3.88,3.23,21-04-rata,valcea,5681,532,257,871,1587,1406,1028,21-04-varsta,2021,4,202104
vaslui,10072,420,2427,3901,1596,66,1551,111,21-04-educatie,vaslui,10072,4283,5789,1618,935,683,8454,3348,5106,21-04-medii,vaslui,10072,4283,5789,1773,8299,7.54,6.62,8.41,21-04-rata,vaslui,10072,592,297,1489,3243,2305,2146,21-04-varsta,2021,4,202104
vrancea,5824,370,1629,2047,913,60,663,142,21-04-educatie,vrancea,5824,2532,3292,1154,601,553,4670,1931,2739,21-04-medii,vrancea,5824,2532,3292,1053,4771,4.27,3.97,4.53,21-04-rata,vrancea,5824,582,282,952,1532,1247,1229,21-04-varsta,2021,4,202104
alba,5543,563,945,1543,1211,72,874,335,21-05-educatie,alba,5543,2684,2859,1969,1075,894,3574,1609,1965,21-05-medii,alba,5543,2684,2859,2071,3472,3.29,3.45,3.15,21-05-rata,alba,5543,442,328,1110,1534,1119,1010,21-05-varsta,2021,5,202105
arad,4009,654,602,952,879,55,492,375,21-05-educatie,arad,4009,2162,1847,1670,942,728,2339,1220,1119,21-05-medii,arad,4009,2162,1847,2022,1987,1.89,2.32,1.55,21-05-rata,arad,4009,308,143,600,1152,941,865,21-05-varsta,2021,5,202105
arges,9017,530,1890,2593,1769,108,1650,477,21-05-educatie,arges,9017,4513,4504,2088,1324,764,6929,3189,3740,21-05-medii,arges,9017,4513,4504,3727,5290,3.48,3.74,3.26,21-05-rata,arges,9017,569,482,1658,2624,2060,1624,21-05-varsta,2021,5,202105
bacau,11987,1772,832,4433,2758,145,1700,347,21-05-educatie,bacau,11987,4954,7033,2794,1383,1411,9193,3571,5622,21-05-medii,bacau,11987,4954,7033,2046,9941,5.62,5.3,5.88,21-05-rata,bacau,11987,1297,565,1980,2978,2457,2710,21-05-varsta,2021,5,202105
bihor,5198,331,892,1413,1158,92,770,542,21-05-educatie,bihor,5198,2955,2243,1812,1138,674,3386,1817,1569,21-05-medii,bihor,5198,2955,2243,2796,2402,1.97,2.43,1.58,21-05-rata,bihor,5198,431,313,977,1558,960,959,21-05-varsta,2021,5,202105
bistrita,4307,207,579,1248,1170,74,780,249,21-05-educatie,bistrita,4307,2192,2115,1486,765,721,2821,1427,1394,21-05-medii,bistrita,4307,2192,2115,1998,2309,3.35,3.77,3.0,21-05-rata,bistrita,4307,577,239,676,1125,871,819,21-05-varsta,2021,5,202105
botosani,3264,168,992,868,515,55,537,129,21-05-educatie,botosani,3264,1527,1737,1123,594,529,2141,933,1208,21-05-medii,botosani,3264,1527,1737,956,2308,2.38,2.33,2.42,21-05-rata,botosani,3264,242,109,444,886,689,894,21-05-varsta,2021,5,202105
braila,4732,739,1126,1696,480,60,474,157,21-05-educatie,braila,4732,2019,2713,1266,667,599,3466,1352,2114,21-05-medii,braila,4732,2019,2713,886,3846,3.87,3.66,4.05,21-05-rata,braila,4732,443,197,738,1371,887,1096,21-05-varsta,2021,5,202105
brasov,6009,931,1408,1485,927,74,692,492,21-05-educatie,brasov,6009,2862,3147,2158,1174,984,3851,1688,2163,21-05-medii,brasov,6009,2862,3147,1713,4296,2.29,2.54,2.1,21-05-rata,brasov,6009,829,352,1195,1525,1062,1046,21-05-varsta,2021,5,202105
bucuresti,14867,23,137,2506,5087,295,2790,4029,21-05-educatie,buc,14867,8022,6845,14867,8022,6845,0,0,0,21-05-medii,buc,14867,8022,6845,4247,10620,1.21,1.31,1.1,21-05-rata,buc,14867,214,1332,3519,4302,3113,2387,21-05-varsta,2021,5,202105
buzau,9222,938,2181,3191,1166,96,1500,150,21-05-educatie,buzau,9222,3696,5526,1551,780,771,7671,2916,4755,21-05-medii,buzau,9222,3696,5526,1757,7465,5.37,4.62,6.03,21-05-rata,buzau,9222,598,372,1396,2594,2059,2203,21-05-varsta,2021,5,202105
calarasi,2829,326,684,910,432,30,383,64,21-05-educatie,calarasi,2829,1401,1428,657,317,340,2172,1084,1088,21-05-medii,calarasi,2829,1401,1428,635,2194,3.1,3.18,3.03,21-05-rata,calarasi,2829,254,111,604,759,516,585,21-05-varsta,2021,5,202105
caras,3483,484,524,811,926,86,448,204,21-05-educatie,caras,3483,1632,1851,1532,754,778,1951,878,1073,21-05-medii,cara?,3483,1632,1851,1368,2115,3.27,3.46,3.12,21-05-rata,caras,3483,371,167,541,905,774,725,21-05-varsta,2021,5,202105
cluj,5710,672,811,1318,1212,153,920,624,21-05-educatie,cluj,5710,3079,2631,2661,1652,1009,3049,1427,1622,21-05-medii,cluj,5710,3079,2631,2412,3298,1.53,1.87,1.26,21-05-rata,cluj,5710,587,326,1063,1432,1284,1018,21-05-varsta,2021,5,202105
constanta,6393,887,1027,1616,1570,75,734,484,21-05-educatie,constanta,6393,3436,2957,2998,1866,1132,3395,1570,1825,21-05-medii,constanta,6393,3436,2957,2330,4063,2.17,2.68,1.78,21-05-rata,constanta,6393,568,305,1078,1645,1174,1623,21-05-varsta,2021,5,202105
covasna,4025,477,1569,890,629,37,323,100,21-05-educatie,covasna,4025,1980,2045,1112,619,493,2913,1361,1552,21-05-medii,covasna,4025,1980,2045,894,3131,4.69,4.84,4.55,21-05-rata,covasna,4025,699,277,874,1055,601,519,21-05-varsta,2021,5,202105
dambovita,6151,458,1358,1952,1173,60,870,280,21-05-educatie,dambovita,6151,2838,3313,1184,619,565,4967,2219,2748,21-05-medii,dambovita,6151,2838,3313,1708,4443,3.2,3.45,3.0,21-05-rata,dambovita,6151,606,357,857,1613,1426,1292,21-05-varsta,2021,5,202105
dolj,16776,3880,2552,4581,3395,215,1783,370,21-05-educatie,dolj,16776,7237,9539,2863,1669,1194,13913,5568,8345,21-05-medii,dolj,16776,7237,9539,2834,13942,6.3,5.98,6.57,21-05-rata,dolj,16776,1336,806,2783,4838,3570,3443,21-05-varsta,2021,5,202105
galati,11020,1274,2397,4240,1224,81,1416,388,21-05-educatie,galati,11020,4730,6290,2125,1201,924,8895,3529,5366,21-05-medii,galati,11020,4730,6290,1904,9116,5.8,5.51,6.04,21-05-rata,galati,11020,780,399,1582,3291,2250,2718,21-05-varsta,2021,5,202105
giurgiu,2139,257,516,756,362,19,165,64,21-05-educatie,giurgiu,2139,1106,1033,531,267,264,1608,839,769,21-05-medii,giurgiu,2139,1106,1033,585,1554,2.66,2.98,2.39,21-05-rata,giurgiu,2139,294,125,300,482,454,484,21-05-varsta,2021,5,202105
gorj,4432,0,565,1436,1150,72,901,308,21-05-educatie,gorj,4432,2126,2306,1400,825,575,3032,1301,1731,21-05-medii,gorj,4432,2126,2306,1642,2790,3.28,3.39,3.18,21-05-rata,gorj,4432,242,169,675,1274,1127,945,21-05-varsta,2021,5,202105
harghita,5379,831,1822,1024,887,59,625,131,21-05-educatie,harghita,5379,2713,2666,1658,959,699,3721,1754,1967,21-05-medii,harghita,5379,2713,2666,1842,3537,3.98,4.56,3.53,21-05-rata,harghita,5379,630,281,1115,1494,1032,827,21-05-varsta,2021,5,202105
hunedoara,5432,218,641,1344,1683,122,914,510,21-05-educatie,hunedoara,5432,3020,2412,3678,2143,1535,1754,877,877,21-05-medii,hunedoara,5432,3020,2412,2847,2585,3.17,3.76,2.64,21-05-rata,hunedoara,5432,473,291,898,1478,1385,907,21-05-varsta,2021,5,202105
ialomita,4146,347,954,1440,643,37,648,77,21-05-educatie,ialomita,4146,1863,2283,1320,677,643,2826,1186,1640,21-05-medii,ialomita,4146,1863,2283,1124,3022,4.42,4.3,4.52,21-05-rata,ialomita,4146,326,154,619,1183,843,1021,21-05-varsta,2021,5,202105
iasi,9004,597,1820,2973,799,76,2314,425,21-05-educatie,iasi,9004,4032,4972,1619,897,722,7385,3135,4250,21-05-medii,iasi,9004,4032,4972,1689,7315,3.03,2.89,3.15,21-05-rata,iasi,9004,608,233,1297,2617,1948,2301,21-05-varsta,2021,5,202105
ilfov,1406,115,354,245,324,9,181,178,21-05-educatie,ilfov,1406,847,559,470,307,163,936,540,396,21-05-medii,ilfov,1406,847,559,860,546,0.68,0.96,0.47,21-05-rata,ilfov,1406,76,58,245,479,323,225,21-05-varsta,2021,5,202105
maramures,4032,113,878,871,1037,105,680,348,21-05-educatie,maramures,4032,1968,2064,2032,1039,993,2000,929,1071,21-05-medii,maramures,4032,1968,2064,1678,2354,2.0,2.12,1.9,21-05-rata,maramures,4032,603,303,723,1039,754,610,21-05-varsta,2021,5,202105
mehedinti,5824,431,958,2270,1198,113,763,91,21-05-educatie,mehedinti,5824,2509,3315,1263,671,592,4561,1838,2723,21-05-medii,mehedinti,5824,2509,3315,1392,4432,5.71,5.28,6.08,21-05-rata,mehedinti,5824,390,235,900,1653,1351,1295,21-05-varsta,2021,5,202105
mures,6491,839,2196,1467,833,64,822,270,21-05-educatie,mures,6491,3078,3413,1809,981,828,4682,2097,2585,21-05-medii,mures,6491,3078,3413,1954,4537,2.75,2.93,2.61,21-05-rata,mures,6491,983,383,1335,1800,959,1031,21-05-varsta,2021,5,202105
neamt,7591,647,1084,2498,1543,102,1422,295,21-05-educatie,neamt,7591,3415,4176,1543,856,687,6048,2559,3489,21-05-medii,neamt,7591,3415,4176,1918,5673,4.17,4.1,4.23,21-05-rata,neamt,7591,738,312,1145,2076,1630,1690,21-05-varsta,2021,5,202105
olt,8415,739,948,3153,1850,123,1457,145,21-05-educatie,olt,8415,3802,4613,1863,1099,764,6552,2703,3849,21-05-medii,olt,8415,3802,4613,1873,6542,5.22,5.14,5.29,21-05-rata,olt,8415,642,331,1142,2417,1967,1916,21-05-varsta,2021,5,202105
prahova,7763,600,1223,2014,1658,161,1526,581,21-05-educatie,prahova,7763,3937,3826,2708,1553,1155,5055,2384,2671,21-05-medii,prahova,7763,3937,3826,3435,4328,2.67,3.19,2.28,21-05-rata,prahova,7763,676,305,1297,2183,1915,1387,21-05-varsta,2021,5,202105
salaj,4974,434,1613,1357,697,61,616,196,21-05-educatie,salaj,4974,2258,2716,973,555,418,4001,1703,2298,21-05-medii,salaj,4974,2258,2716,1216,3758,4.81,4.98,4.67,21-05-rata,salaj,4974,682,305,1098,1288,863,738,21-05-varsta,2021,5,202105
satumare,4836,624,1932,1388,417,28,336,111,21-05-educatie,satumare,4836,2263,2573,956,521,435,3880,1742,2138,21-05-medii,satum,4836,2263,2573,885,3951,3.31,3.36,3.26,21-05-rata,satumare,4836,671,300,1064,1418,717,666,21-05-varsta,2021,5,202105
sibiu,4336,415,1179,985,707,71,627,352,21-05-educatie,sibiu,4336,2059,2277,1679,902,777,2657,1157,1500,21-05-medii,sibiu,4336,2059,2277,1898,2438,2.21,2.41,2.05,21-05-rata,sibiu,4336,296,263,903,1230,787,857,21-05-varsta,2021,5,202105
suceava,10709,1119,1958,3344,1866,143,1866,413,21-05-educatie,suceava,10709,4735,5974,3034,1545,1489,7675,3190,4485,21-05-medii,suceava,10709,4735,5974,3814,6895,4.62,4.46,4.76,21-05-rata,suceava,10709,1427,627,2066,2876,1725,1988,21-05-varsta,2021,5,202105
teleorman,8518,521,1375,4098,1289,82,1017,136,21-05-educatie,teleorman,8518,3551,4967,1837,910,927,6681,2641,4040,21-05-medii,teleorman,8518,3551,4967,1325,7193,6.07,5.18,6.91,21-05-rata,teleorman,8518,715,491,1458,2252,1864,1738,21-05-varsta,2021,5,202105
timis,3726,485,399,691,961,71,584,535,21-05-educatie,timis,3726,2106,1620,1882,1159,723,1844,947,897,21-05-medii,timis,3726,2106,1620,2112,1614,1.06,1.36,0.83,21-05-rata,timis,3726,335,211,623,970,835,752,21-05-varsta,2021,5,202105
tulcea,2708,0,718,820,694,0,398,78,21-05-educatie,tulcea,2708,1320,1388,779,441,338,1929,879,1050,21-05-medii,tulcea,2708,1320,1388,706,2002,3.27,3.41,3.15,21-05-rata,tulcea,2708,322,110,409,805,670,392,21-05-varsta,2021,5,202105
valcea,5570,175,528,1580,1627,124,1106,430,21-05-educatie,valcea,5570,2764,2806,2053,1132,921,3517,1632,1885,21-05-medii,valcea,5570,2764,2806,2283,3287,3.45,3.83,3.15,21-05-rata,valcea,5570,442,271,860,1575,1412,1010,21-05-varsta,2021,5,202105
vaslui,9659,406,2300,3836,1465,63,1469,120,21-05-educatie,vaslui,9659,4121,5538,1543,887,656,8116,3234,4882,21-05-medii,vaslui,9659,4121,5538,1658,8001,7.24,6.37,8.05,21-05-rata,vaslui,9659,486,275,1382,3129,2258,2129,21-05-varsta,2021,5,202105
vrancea,5824,378,1646,2072,889,61,636,142,21-05-educatie,vrancea,5824,2550,3274,1198,628,570,4626,1922,2704,21-05-medii,vrancea,5824,2550,3274,1021,4803,4.27,4.0,4.51,21-05-rata,vrancea,5824,564,281,960,1521,1253,1245,21-05-varsta,2021,5,202105
alba,5315,532,903,1541,1158,63,808,310,21-06-educatie,alba,5315,2572,2743,1872,1024,848,3443,1548,1895,21-06-medii,alba,5315,2572,2743,1871,3444,3.15,3.31,3.02,21-06-rata,alba,5315,399,328,1049,1451,1072,1016,21-06-varsta,2021,6,202106
arad,3956,672,584,952,915,49,454,330,21-06-educatie,arad,3956,2097,1859,1604,893,711,2352,1204,1148,21-06-medii,arad,3956,2097,1859,1804,2152,1.87,2.25,1.56,21-06-rata,arad,3956,416,135,555,1099,899,852,21-06-varsta,2021,6,202106
arges,8706,536,1891,2543,1643,103,1563,427,21-06-educatie,arges,8706,4342,4364,1915,1205,710,6791,3137,3654,21-06-medii,arges,8706,4342,4364,3323,5383,3.36,3.59,3.16,21-06-rata,arges,8706,526,465,1622,2532,2004,1557,21-06-varsta,2021,6,202106
bacau,11960,1693,992,4286,2721,145,1677,446,21-06-educatie,bacau,11960,4937,7023,2645,1380,1265,9315,3557,5758,21-06-medii,bacau,11960,4937,7023,1810,10150,5.61,5.28,5.87,21-06-rata,bacau,11960,1141,631,1889,3024,2486,2789,21-06-varsta,2021,6,202106
bihor,4813,355,907,1290,1021,80,629,531,21-06-educatie,bihor,4813,2684,2129,1615,1013,602,3198,1671,1527,21-06-medii,bihor,4813,2684,2129,2341,2472,1.82,2.2,1.5,21-06-rata,bihor,4813,405,290,937,1396,855,930,21-06-varsta,2021,6,202106
bistrita,4224,216,550,1250,1140,66,766,236,21-06-educatie,bistrita,4224,2120,2104,1424,788,636,2800,1332,1468,21-06-medii,bistrita,4224,2120,2104,1792,2432,3.29,3.65,2.99,21-06-rata,bistrita,4224,610,230,639,1051,869,825,21-06-varsta,2021,6,202106
botosani,3071,168,951,834,484,45,478,111,21-06-educatie,botosani,3071,1409,1662,1013,515,498,2058,894,1164,21-06-medii,botosani,3071,1409,1662,794,2277,2.24,2.15,2.31,21-06-rata,botosani,3071,203,96,409,830,645,888,21-06-varsta,2021,6,202106
braila,4409,726,1055,1543,429,58,440,158,21-06-educatie,braila,4409,1883,2526,1143,619,524,3266,1264,2002,21-06-medii,braila,4409,1883,2526,782,3627,3.61,3.41,3.77,21-06-rata,braila,4409,363,186,695,1262,859,1044,21-06-varsta,2021,6,202106
brasov,6511,962,1546,1511,1335,64,634,459,21-06-educatie,brasov,6511,3133,3378,2337,1291,1046,4174,1842,2332,21-06-medii,brasov,6511,3133,3378,1548,4963,2.48,2.78,2.25,21-06-rata,brasov,6511,1261,330,1198,1515,1073,1134,21-06-varsta,2021,6,202106
bucuresti,14826,24,139,2487,5148,296,2800,3932,21-06-educatie,buc,14826,7987,6839,14826,7987,6839,0,0,0,21-06-medii,buc,14826,7987,6839,4085,10741,1.2,1.3,1.1,21-06-rata,buc,14826,219,1367,3465,4262,3122,2391,21-06-varsta,2021,6,202106
buzau,9407,1026,2336,3252,1116,89,1459,129,21-06-educatie,buzau,9407,3749,5658,1476,729,747,7931,3020,4911,21-06-medii,buzau,9407,3749,5658,1364,8043,5.48,4.69,6.17,21-06-rata,buzau,9407,593,377,1419,2669,2085,2264,21-06-varsta,2021,6,202106
calarasi,2980,318,653,904,556,35,372,142,21-06-educatie,calarasi,2980,1569,1411,716,442,274,2264,1127,1137,21-06-medii,calarasi,2980,1569,1411,745,2235,3.26,3.56,2.99,21-06-rata,calarasi,2980,354,110,582,770,560,604,21-06-varsta,2021,6,202106
caras,3334,481,506,802,858,74,424,189,21-06-educatie,caras,3334,1583,1751,1462,725,737,1872,858,1014,21-06-medii,cara?,3334,1583,1751,1236,2098,3.13,3.36,2.95,21-06-rata,caras,3334,343,146,509,870,749,717,21-06-varsta,2021,6,202106
cluj,5409,669,827,1278,1064,132,870,569,21-06-educatie,cluj,5409,2890,2519,2470,1523,947,2939,1367,1572,21-06-medii,cluj,5409,2890,2519,2061,3348,1.45,1.75,1.21,21-06-rata,cluj,5409,497,301,1036,1368,1217,990,21-06-varsta,2021,6,202106
constanta,6068,877,998,1480,1608,62,611,432,21-06-educatie,constanta,6068,3261,2807,2830,1733,1097,3238,1528,1710,21-06-medii,constanta,6068,3261,2807,1870,4198,2.06,2.54,1.69,21-06-rata,constanta,6068,768,277,976,1489,1032,1526,21-06-varsta,2021,6,202106
covasna,3980,483,1578,882,610,32,301,94,21-06-educatie,covasna,3980,1947,2033,1077,596,481,2903,1351,1552,21-06-medii,covasna,3980,1947,2033,833,3147,4.64,4.76,4.53,21-06-rata,covasna,3980,710,280,857,1028,587,518,21-06-varsta,2021,6,202106
dambovita,6044,478,1365,1945,1128,43,836,249,21-06-educatie,dambovita,6044,2792,3252,1116,587,529,4928,2205,2723,21-06-medii,dambovita,6044,2792,3252,1517,4527,3.14,3.4,2.95,21-06-rata,dambovita,6044,577,355,843,1581,1407,1281,21-06-varsta,2021,6,202106
dolj,16171,796,5482,4479,3206,186,1663,359,21-06-educatie,dolj,16171,6913,9258,2681,1532,1149,13490,5381,8109,21-06-medii,dolj,16171,6913,9258,2543,13628,6.07,5.71,6.38,21-06-rata,dolj,16171,1246,761,2701,4688,3441,3334,21-06-varsta,2021,6,202106
galati,10977,1279,2378,4164,1375,74,1325,382,21-06-educatie,galati,10977,4710,6267,2080,1173,907,8897,3537,5360,21-06-medii,galati,10977,4710,6267,1682,9295,5.78,5.49,6.01,21-06-rata,galati,10977,956,408,1547,3205,2204,2657,21-06-varsta,2021,6,202106
giurgiu,2278,249,502,750,533,18,162,64,21-06-educatie,giurgiu,2278,1169,1109,526,301,225,1752,868,884,21-06-medii,giurgiu,2278,1169,1109,536,1742,2.83,3.15,2.56,21-06-rata,giurgiu,2278,479,115,300,467,445,472,21-06-varsta,2021,6,202106
gorj,4139,0,546,1387,1032,49,840,285,21-06-educatie,gorj,4139,2003,2136,1271,772,499,2868,1231,1637,21-06-medii,gorj,4139,2003,2136,1482,2657,3.06,3.19,2.95,21-06-rata,gorj,4139,220,158,623,1147,1071,920,21-06-varsta,2021,6,202106
harghita,5147,821,1742,974,885,52,539,134,21-06-educatie,harghita,5147,2594,2553,1596,906,690,3551,1688,1863,21-06-medii,harghita,5147,2594,2553,1562,3585,3.81,4.36,3.38,21-06-rata,harghita,5147,679,275,1080,1374,963,776,21-06-varsta,2021,6,202106
hunedoara,5289,219,653,1334,1640,115,853,475,21-06-educatie,hunedoara,5289,2909,2380,3547,2027,1520,1742,882,860,21-06-medii,hunedoara,5289,2909,2380,2502,2787,3.08,3.62,2.61,21-06-rata,hunedoara,5289,497,304,917,1397,1291,883,21-06-varsta,2021,6,202106
ialomita,4133,362,999,1459,601,37,608,67,21-06-educatie,ialomita,4133,1835,2298,1226,614,612,2907,1221,1686,21-06-medii,ialomita,4133,1835,2298,997,3136,4.41,4.24,4.55,21-06-rata,ialomita,4133,318,145,609,1174,839,1048,21-06-varsta,2021,6,202106
iasi,8846,601,1834,2952,746,77,2230,406,21-06-educatie,iasi,8846,3942,4904,1560,866,694,7286,3076,4210,21-06-medii,iasi,8846,3942,4904,1509,7337,2.98,2.83,3.11,21-06-rata,iasi,8846,546,223,1288,2588,1925,2276,21-06-varsta,2021,6,202106
ilfov,1362,114,333,236,323,9,173,174,21-06-educatie,ilfov,1362,816,546,440,277,163,922,539,383,21-06-medii,ilfov,1362,816,546,793,569,0.66,0.92,0.46,21-06-rata,ilfov,1362,74,50,239,462,312,225,21-06-varsta,2021,6,202106
maramures,4209,112,1078,856,1065,103,651,344,21-06-educatie,maramures,4209,2065,2144,2202,1140,1062,2007,925,1082,21-06-medii,maramures,4209,2065,2144,1540,2669,2.09,2.22,1.97,21-06-rata,maramures,4209,690,271,735,1070,779,664,21-06-varsta,2021,6,202106
mehedinti,5845,465,975,2303,1188,103,734,77,21-06-educatie,mehedinti,5845,2500,3345,1147,603,544,4698,1897,2801,21-06-medii,mehedinti,5845,2500,3345,1191,4654,5.73,5.26,6.14,21-06-rata,mehedinti,5845,403,223,879,1649,1351,1340,21-06-varsta,2021,6,202106
mures,6111,807,2063,1409,778,58,748,248,21-06-educatie,mures,6111,2938,3173,1710,936,774,4401,2002,2399,21-06-medii,mures,6111,2938,3173,1765,4346,2.59,2.8,2.43,21-06-rata,mures,6111,871,344,1254,1713,923,1006,21-06-varsta,2021,6,202106
neamt,7382,647,1095,2454,1493,76,1337,280,21-06-educatie,neamt,7382,3297,4085,1489,818,671,5893,2479,3414,21-06-medii,neamt,7382,3297,4085,1656,5726,4.06,3.96,4.13,21-06-rata,neamt,7382,735,279,1089,2027,1581,1671,21-06-varsta,2021,6,202106
olt,8202,717,932,3077,1855,103,1391,127,21-06-educatie,olt,8202,3687,4515,1725,984,741,6477,2703,3774,21-06-medii,olt,8202,3687,4515,1609,6593,5.09,4.98,5.18,21-06-rata,olt,8202,684,294,1096,2322,1893,1913,21-06-varsta,2021,6,202106
prahova,7421,586,1201,1935,1577,150,1427,545,21-06-educatie,prahova,7421,3763,3658,2608,1489,1119,4813,2274,2539,21-06-medii,prahova,7421,3763,3658,3113,4308,2.55,3.05,2.18,21-06-rata,prahova,7421,647,276,1228,2104,1835,1331,21-06-varsta,2021,6,202106
salaj,4880,434,1593,1336,702,48,578,189,21-06-educatie,salaj,4880,2202,2678,937,533,404,3943,1669,2274,21-06-medii,salaj,4880,2202,2678,1091,3789,4.72,4.86,4.61,21-06-rata,salaj,4880,691,307,1076,1255,831,720,21-06-varsta,2021,6,202106
satumare,4742,622,1906,1377,387,23,320,107,21-06-educatie,satumare,4742,2223,2519,907,493,414,3835,1730,2105,21-06-medii,satum,4742,2223,2519,802,3940,3.24,3.3,3.19,21-06-rata,satumare,4742,666,297,1045,1371,707,656,21-06-varsta,2021,6,202106
sibiu,4098,402,1079,915,746,68,579,309,21-06-educatie,sibiu,4098,1934,2164,1584,849,735,2514,1085,1429,21-06-medii,sibiu,4098,1934,2164,1706,2392,2.09,2.26,1.95,21-06-rata,sibiu,4098,368,241,825,1139,714,811,21-06-varsta,2021,6,202106
suceava,10384,1114,2028,3278,1721,129,1739,375,21-06-educatie,suceava,10384,4590,5794,2824,1432,1392,7560,3158,4402,21-06-medii,suceava,10384,4590,5794,3341,7043,4.48,4.33,4.62,21-06-rata,suceava,10384,1304,653,2033,2808,1670,1916,21-06-varsta,2021,6,202106
teleorman,8864,522,1471,4179,1371,72,1091,158,21-06-educatie,teleorman,8864,3692,5172,2023,990,1033,6841,2702,4139,21-06-medii,teleorman,8864,3692,5172,1368,7496,6.31,5.39,7.19,21-06-rata,teleorman,8864,755,494,1548,2297,1955,1815,21-06-varsta,2021,6,202106
timis,3267,425,263,621,942,54,499,463,21-06-educatie,timis,3267,1899,1368,1559,986,573,1708,913,795,21-06-medii,timis,3267,1899,1368,1926,1341,0.93,1.23,0.7,21-06-rata,timis,3267,343,139,509,861,741,674,21-06-varsta,2021,6,202106
tulcea,2730,0,724,827,708,0,398,73,21-06-educatie,tulcea,2730,1331,1399,789,451,338,1941,880,1061,21-06-medii,tulcea,2730,1331,1399,620,2110,3.3,3.44,3.17,21-06-rata,tulcea,2730,305,114,388,823,713,387,21-06-varsta,2021,6,202106
valcea,5138,178,542,1457,1481,103,1012,365,21-06-educatie,valcea,5138,2534,2604,1829,1031,798,3309,1503,1806,21-06-medii,valcea,5138,2534,2604,1981,3157,3.19,3.51,2.92,21-06-rata,valcea,5138,498,210,759,1414,1280,977,21-06-varsta,2021,6,202106
vaslui,9686,409,2275,3888,1464,58,1482,110,21-06-educatie,vaslui,9686,4111,5575,1489,860,629,8197,3251,4946,21-06-medii,vaslui,9686,4111,5575,1514,8172,7.26,6.35,8.1,21-06-rata,vaslui,9686,461,262,1375,3122,2308,2158,21-06-varsta,2021,6,202106
